budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,genres_parsed,keywords_parsed,num_genres,num_keywords,original_language_index,features,success,rawPrediction,probability,prediction
100000000,"""[{""""id"""": 28"," """"name"""": """"Action""""}"," {""""id"""": 14"," """"name"""": """"Fantasy""""}"," {""""id"""": 27"," """"name"""": """"Horror""""}"," {""""id"""": 9648",0.0,http://www.end-of-days.com/,9946,"""[{""""id"""": 186",0,0.0," """"name"""": """"sex""""}"," {""""id"""": 613"," """"name"""": """"new year's eve""""}"," {""""id"""": 1499",0.0,0,,,-1,-1,15.0,"(8,[0,1,2,3],[100000000.0,-1.0,-1.0,15.0])",0,"[19.454639580401942,0.5453604195980603]","[0.9727319790200969,0.027268020979903006]",0.0
30000000,"""[{""""id"""": 16"," """"name"""": """"Animation""""}"," {""""id"""": 10751"," """"name"""": """"Family""""}]""",http://disney.go.com/pooh/home/,51162,"""[{""""id"""": 3905",0.0," {""""id"""": 4809"," """"name"""": """"tiger""""}"," {""""id"""": 179430",0,0.0," """"name"""": """"duringcreditsstinger""""}]""",en,Winnie the Pooh,"""During an ordinary day in Hundred Acre Wood, Winnie the Pooh sets out to find some honey. Misinterpreting a note from Christopher Robin, Pooh convinces Tigger, Rabbit, Piglet, Owl, Kanga, Roo, and Eeyore that their young friend has been captured by a creature named """"Backson"""" and they set out to save him.""",19.14372,0,,,-1,-1,232.0,"[30000000.0,-1.0,-1.0,232.0,0.0,0.0,19.143720626831055,0.0]",0,"[16.018029543047287,3.9819704569527157]","[0.8009014771523643,0.19909852284763574]",0.0
30000000,"""[{""""id"""": 35"," """"name"""": """"Comedy""""}"," {""""id"""": 18"," """"name"""": """"Drama""""}"," {""""id"""": 14"," """"name"""": """"Fantasy""""}"," {""""id"""": 10749",0.0,http://www.sonypictures.com/homevideo/strangerthanfiction/,1262,"""[{""""id"""": 1992",0,0.0," """"name"""": """"literature""""}"," {""""id"""": 9673"," """"name"""": """"love""""}"," {""""id"""": 9799",0.0,0,,,-1,-1,10.0,"(8,[0,1,2,3],[30000000.0,-1.0,-1.0,10.0])",0,"[16.68438658135763,3.3156134186423727]","[0.8342193290678814,0.16578067093211862]",0.0
60000000,"""[{""""id"""": 28"," """"name"""": """"Action""""}"," {""""id"""": 35"," """"name"""": """"Comedy""""}"," {""""id"""": 53"," """"name"""": """"Thriller""""}"," {""""id"""": 80",0.0," {""""id"""": 878"," """"name"""": """"Science Fiction""""}]""",http://www.mycityscreams.com/,8285,0.0," """"name"""": """"secret identity""""}"," {""""id"""": 1621"," """"name"""": """"robber""""}"," {""""id"""": 2546",0.0,0,,,-1,-1,0.0,"(8,[0,1,2],[60000000.0,-1.0,-1.0])",0,"[17.003809846530213,2.996190153469787]","[0.8501904923265107,0.14980950767348936]",0.0
45000000,"""[{""""id"""": 12"," """"name"""": """"Adventure""""}"," {""""id"""": 35"," """"name"""": """"Comedy""""}"," {""""id"""": 10751"," """"name"""": """"Family""""}"," {""""id"""": 14",0.0," {""""id"""": 878"," """"name"""": """"Science Fiction""""}]""",http://www.aliensintheatticmovie.com/,20856,0.0," """"name"""": """"alien""""}"," {""""id"""": 10267"," """"name"""": """"comedy""""}"," {""""id"""": 179431",0.0,0,,,-1,-1,3.0,"(8,[0,1,2,3],[45000000.0,-1.0,-1.0,3.0])",0,"[17.260995958718762,2.7390040412812353]","[0.8630497979359383,0.13695020206406178]",0.0
55000000,"""[{""""id"""": 36"," """"name"""": """"History""""}"," {""""id"""": 18"," """"name"""": """"Drama""""}"," {""""id"""": 10402"," """"name"""": """"Music""""}]""",http://en.wikipedia.org/wiki/Evita_(film),8818.0,"""[{""""id"""": 549"," """"name"""": """"prostitute""""}"," {""""id"""": 165707",0,0.0," """"name"""": """"dancehall hostess""""}"," {""""id"""": 165716"," """"name"""": """"per\u00f3nism""""}"," {""""id"""": 165718",0.0,0,,,-1,-1,16.0,"[55000000.0,-1.0,-1.0,16.0,8818.0,0.0,0.0,0.0]",0,"[17.052661910974173,2.947338089025826]","[0.8526330955487087,0.1473669044512913]",0.0
90000000,"""[{""""id"""": 18"," """"name"""": """"Drama""""}"," {""""id"""": 878"," """"name"""": """"Science Fiction""""}"," {""""id"""": 9648"," """"name"""": """"Mystery""""}]""",http://www.warnerbros.com/contact,686.0,"""[{""""id"""": 818"," """"name"""": """"based on novel""""}"," {""""id"""": 1432",0,0.0," """"name"""": """"new mexico""""}"," {""""id"""": 1603"," """"name"""": """"extraterrestrial technology""""}"," {""""id"""": 2846",0.0,0,,,-1,-1,8.0,"[90000000.0,-1.0,-1.0,8.0,686.0,0.0,0.0,0.0]",0,"[18.042867971033317,1.9571320289666823]","[0.9021433985516658,0.09785660144833411]",0.0
170000000,"""[{""""id"""": 12"," """"name"""": """"Adventure""""}"," {""""id"""": 28"," """"name"""": """"Action""""}"," {""""id"""": 878"," """"name"""": """"Science Fiction""""}]""",http://disney.go.com/tron/,20526.0,"""[{""""id"""": 310"," """"name"""": """"artificial intelligence""""}"," {""""id"""": 1308",0,0.0," """"name"""": """"computer program""""}"," {""""id"""": 4565"," """"name"""": """"dystopia""""}"," {""""id"""": 6104",0.0,0,,,-1,-1,1.0,"[170000000.0,-1.0,-1.0,1.0,20526.0,0.0,0.0,0.0]",0,"[18.2326788960716,1.7673211039283994]","[0.9116339448035801,0.08836605519641996]",0.0
85000000,"""[{""""id"""": 28"," """"name"""": """"Action""""}"," {""""id"""": 53"," """"name"""": """"Thriller""""}"," {""""id"""": 18"," """"name"""": """"Drama""""}]""",http://www.wbshop.com/product/code/1000040993.do,9884.0,"""[{""""id"""": 949"," """"name"""": """"terrorist""""}"," {""""id"""": 1812",0,0.0," """"name"""": """"colombia""""}"," {""""id"""": 2733"," """"name"""": """"firemen""""}"," {""""id"""": 9748",0.0,0,,,-1,-1,2.0,"[85000000.0,-1.0,-1.0,2.0,9884.0,0.0,0.0,0.0]",0,"[18.17410249526395,1.825897504736049]","[0.9087051247631975,0.09129487523680246]",0.0
19000000,"""[{""""id"""": 12"," """"name"""": """"Adventure""""}"," {""""id"""": 16"," """"name"""": """"Animation""""}"," {""""id"""": 35"," """"name"""": """"Comedy""""}"," {""""id"""": 14",0.0,http://www.sausagepartymovie.com,223702,"""[{""""id"""": 1545",0,0.0," """"name"""": """"party""""}"," {""""id"""": 9956"," """"name"""": """"sausage""""}"," {""""id"""": 10637",0.0,0,,,-1,-1,6.0,"(8,[0,1,2,3],[19000000.0,-1.0,-1.0,6.0])",0,"[17.32134601680935,2.6786539831906473]","[0.8660673008404677,0.13393269915953238]",0.0
34000000,"""[{""""id"""": 12"," """"name"""": """"Adventure""""}"," {""""id"""": 16"," """"name"""": """"Animation""""}"," {""""id"""": 35"," """"name"""": """"Comedy""""}"," {""""id"""": 10751",0.0,https://www.warnerbros.com/tmnt,1273,"""[{""""id"""": 242",0,0.0," """"name"""": """"brother brother relationship""""}"," {""""id"""": 736"," """"name"""": """"journalist""""}"," {""""id"""": 779",0.0,0,,,-1,-1,6.0,"(8,[0,1,2,3],[34000000.0,-1.0,-1.0,6.0])",0,"[17.40613968554875,2.5938603144512467]","[0.8703069842774376,0.12969301572256234]",0.0
64000000,"""[{""""id"""": 12"," """"name"""": """"Adventure""""}"," {""""id"""": 16"," """"name"""": """"Animation""""}"," {""""id"""": 14"," """"name"""": """"Fantasy""""}]""",http://www.thelittleprincemovie.com/,309809.0,"""[{""""id"""": 490"," """"name"""": """"philosophy""""}"," {""""id"""": 3469",0,0.0," """"name"""": """"airplane""""}"," {""""id"""": 4414"," """"name"""": """"adventure""""}"," {""""id"""": 4565",0.0,0,,,-1,-1,10.0,"[64000000.0,-1.0,-1.0,10.0,309809.0,0.0,0.0,0.0]",0,"[17.95199177599612,2.048008224003882]","[0.8975995887998058,0.10240041120019408]",0.0
11000000,"""[{""""id"""": 18"," """"name"""": """"Drama""""}]""",http://womaningoldmovie.com/,304357,"""[{""""id"""": 2652"," """"name"""": """"nazis""""}"," {""""id"""": 9672",0.0," {""""id"""": 14893"," """"name"""": """"art""""}"," {""""id"""": 159534",0,0.0,Woman in Gold,"Maria Altmann, an octogenarian Jewish refugee, takes on the Austrian government to recover a world famous painting of her aunt plundered by the Nazis during World War II, she believes rightfully belongs to her family. She did so not just to regain what was rightfully hers, but also to obtain some measure of justice for the death, destruction, and massive art theft perpetrated by the Nazis.",21.204929,"""[{""""name"""": """"BBC Films""""",0.0,0,,,-1,-1,125.0,"(8,[0,1,2,3],[11000000.0,-1.0,-1.0,125.0])",0,"[18.22941248197781,1.7705875180221895]","[0.9114706240988906,0.08852937590110947]",0.0
0,"""[{""""id"""": 18"," """"name"""": """"Drama""""}"," {""""id"""": 10749"," """"name"""": """"Romance""""}]""",http://luckyyoumovie.warnerbros.com/,1950,"""[{""""id"""": 383",0.0," {""""id"""": 6075"," """"name"""": """"sport""""}"," {""""id"""": 14570",0,0.0,Lucky You,A professional poker player whose astounding luck at the table fails to translate into his lonesome love life attempts to win the World Series of Poker while simultaneously earning the affections of a beautiful Las Vegas singer.,6.162872,"""[{""""name"""": """"Village Roadshow Pictures""""",0.0,0,,,-1,-1,265.0,"(8,[1,2,3],[-1.0,-1.0,265.0])",0,"[19.13001944619392,0.869980553806079]","[0.956500972309696,0.04349902769030395]",0.0
23000000,"""[{""""id"""": 18"," """"name"""": """"Drama""""}"," {""""id"""": 28"," """"name"""": """"Action""""}"," {""""id"""": 36"," """"name"""": """"History""""}]""",http://www.bodyguardsandassassins.com/,30596.0,"""[{""""id"""": 441"," """"name"""": """"assassination""""}"," {""""id"""": 779",0,0.0," """"name"""": """"sword""""}"," {""""id"""": 8636"," """"name"""": """"blood splatter""""}"," {""""id"""": 11579",0.0,0,,,-1,-1,14.0,"[23000000.0,-1.0,-1.0,14.0,30596.0,0.0,0.0,0.0]",0,"[17.980331286415986,2.019668713584014]","[0.8990165643207992,0.10098343567920069]",0.0
75000000,"""[{""""id"""": 14"," """"name"""": """"Fantasy""""}"," {""""id"""": 28"," """"name"""": """"Action""""}"," {""""id"""": 18"," """"name"""": """"Drama""""}]""",http://www.immortalsmovie.com/splash/,37958.0,"""[{""""id"""": 351"," """"name"""": """"poison""""}"," {""""id"""": 6092",0,0.0," """"name"""": """"zeus""""}"," {""""id"""": 14667"," """"name"""": """"poseidon""""}"," {""""id"""": 18096",0.0,0,,,-1,-1,2.0,"[75000000.0,-1.0,-1.0,2.0,37958.0,0.0,0.0,0.0]",0,"[18.17410249526395,1.825897504736049]","[0.9087051247631975,0.09129487523680246]",0.0
9000000,"""[{""""id"""": 18"," """"name"""": """"Drama""""}]""",http://www.princesskaiulanimovie.com/,39806,"""[{""""id"""": 5565"," """"name"""": """"biography""""}"," {""""id"""": 6165",0.0," {""""id"""": 7376"," """"name"""": """"princess""""}"," {""""id"""": 8029",0,0.0," """"name"""": """"based on true story""""}]""",en,Princess Kaiulani,"Lush scenery and gorgeous photography highlight this bio of Princess Kaiulani (Q'Orianka Kilcher), a 19th-century Hawaiian princess raised in England but determined to maintain her people's independence from aggressive American businessmen. After being sent to England as a child by her Scottish father, Kaiulani returns to Hawaii and becomes a political activist who fights to retain her throne, even though she must leave her English paramour.",0.717811,0,,,-1,-1,29.0,"[9000000.0,-1.0,-1.0,29.0,0.0,0.0,0.7178109884262085,0.0]",0,"[19.56586802724915,0.43413197275085064]","[0.9782934013624575,0.021706598637542533]",0.0
34000000,"""[{""""id"""": 28"," """"name"""": """"Action""""}"," {""""id"""": 9648"," """"name"""": """"Mystery""""}"," {""""id"""": 878"," """"name"""": """"Science Fiction""""}"," {""""id"""": 53",0.0,http://themazerunnermovie.com/,198663,"""[{""""id"""": 818",0,0.0," """"name"""": """"maze""""}"," {""""id"""": 4458"," """"name"""": """"post-apocalyptic""""}"," {""""id"""": 4565",0.0,0,,,-1,-1,1.0,"(8,[0,1,2,3],[34000000.0,-1.0,-1.0,1.0])",0,"[17.203046415155985,2.7969535848440144]","[0.8601523207577992,0.1398476792422007]",0.0
0,"""[{""""id"""": 35"," """"name"""": """"Comedy""""}"," {""""id"""": 18"," """"name"""": """"Drama""""}]""",http://www.amadeachristmasmovie.com,175555,"""[{""""id"""": 207317",0.0,en,A Madea Christmas,Madea dispenses her unique form of holiday spirit on rural town when she's coaxed into helping a friend pay her daughter a surprise visit in the country for Christmas.,5,0.0," """"id"""": 6644}]""","""[{""""iso_3166_1"""": """"US"""""," """"name"""": """"United States of America""""}]""",2013-12-13,0.0,100,,,-1,-1,329.0,"(8,[1,2,3,7],[-1.0,-1.0,329.0,100.0])",0,"[15.380345125832303,4.619654874167696]","[0.7690172562916151,0.2309827437083848]",0.0
125000000,"""[{""""id"""": 53"," """"name"""": """"Thriller""""}"," {""""id"""": 9648"," """"name"""": """"Mystery""""}]""",http://www.sonypictures.com/homevideo/thedavincicode/index.html,591,"""[{""""id"""": 90",0.0," {""""id"""": 113"," """"name"""": """"holy grail""""}"," {""""id"""": 186",0,0.0," """"name"""": """"monk""""}"," {""""id"""": 818"," """"name"""": """"based on novel""""}"," {""""id"""": 1222",0.0,0,,,-1,-1,589.0,"(8,[0,1,2,3],[125000000.0,-1.0,-1.0,589.0])",0,"[19.000095110046285,0.9999048899537173]","[0.9500047555023141,0.04999524449768586]",0.0
20000000,"""[{""""id"""": 35"," """"name"""": """"Comedy""""}"," {""""id"""": 14"," """"name"""": """"Fantasy""""}]""",http://www.americancarol.com/,13948,"""[{""""id"""": 949",0.0," {""""id"""": 9755"," """"name"""": """"parody""""}"," {""""id"""": 180415",0,0.0," """"name"""": """"sattire""""}]""",en,An American Carol,"In An American Carol a cynical, Anti-American Hollywood filmmaker sets out on a crusade to abolish the 4th of July holiday. He is visited by three spirits who take him on a hilarious journey in an attempt to show him the true meaning of America.",2.605374,0,,,-1,-1,330.0,"[20000000.0,-1.0,-1.0,330.0,0.0,0.0,2.6053740978240967,0.0]",0,"[16.745440969428167,3.254559030571832]","[0.8372720484714083,0.1627279515285916]",0.0
35000000,"""[{""""id"""": 18"," """"name"""": """"Drama""""}"," {""""id"""": 10752"," """"name"""": """"War""""}]""",http://www.thepianistmovie.com/,423,"""[{""""id"""": 30",0.0," {""""id"""": 836"," """"name"""": """"resistance""""}"," {""""id"""": 1224",0,0.0," """"name"""": """"war crimes""""}"," {""""id"""": 1465"," """"name"""": """"loss of family""""}"," {""""id"""": 1468",0.0,0,,,-1,-1,651.0,"(8,[0,1,2,3],[35000000.0,-1.0,-1.0,651.0])",0,"[18.870336629758675,1.129663370241323]","[0.9435168314879337,0.056483168512066154]",0.0
46000000,"""[{""""id"""": 878"," """"name"""": """"Science Fiction""""}"," {""""id"""": 28"," """"name"""": """"Action""""}"," {""""id"""": 12"," """"name"""": """"Adventure""""}"," {""""id"""": 53",0.0,http://www.startrek.com/startrek/view/series/MOV/008/index.html,199,"""[{""""id"""": 503",0,0.0," """"name"""": """"starfleet""""}"," {""""id"""": 522"," """"name"""": """"borg""""}"," {""""id"""": 671",0.0,0,,,-1,-1,7.0,"(8,[0,1,2,3],[46000000.0,-1.0,-1.0,7.0])",0,"[17.15912215409022,2.840877845909779]","[0.857956107704511,0.14204389229548894]",0.0
25000000,"""[{""""id"""": 35"," """"name"""": """"Comedy""""}"," {""""id"""": 18"," """"name"""": """"Drama""""}]""",http://www.sonyclassics.com/carnage/site/index.html,72113,"""[{""""id"""": 1439",0.0," {""""id"""": 1880"," """"name"""": """"mobile phone""""}"," {""""id"""": 1939",0,0.0," """"name"""": """"insult""""}"," {""""id"""": 10123"," """"name"""": """"dark comedy""""}"," {""""id"""": 13028",0.0,0,,,-1,-1,574.0,"(8,[0,1,2,3],[25000000.0,-1.0,-1.0,574.0])",0,"[19.1523812135274,0.8476187864726011]","[0.9576190606763699,0.04238093932363006]",0.0
35000000,"""[{""""id"""": 35"," """"name"""": """"Comedy""""}]""",http://www.neighbors-movie.com/,325133,"""[{""""id"""": 567"," """"name"""": """"alcohol""""}"," {""""id"""": 3616",0.0," {""""id"""": 8508"," """"name"""": """"party""""}"," {""""id"""": 9663",0,0.0," """"name"""": """"sorority""""}"," {""""id"""": 10226"," """"name"""": """"neighbor""""}"," {""""id"""": 18035",0.0,0,,,-1,-1,48.0,"(8,[0,1,2,3],[35000000.0,-1.0,-1.0,48.0])",0,"[18.599908745796334,1.400091254203666]","[0.9299954372898167,0.07000456271018331]",0.0
0,"""[{""""id"""": 18"," """"name"""": """"Drama""""}"," {""""id"""": 10751"," """"name"""": """"Family""""}]""",http://www.freestylemovie.com/,39055,"""[{""""id"""": 179431",0.0,en,Free Style,"Cale Bryant is determined to win a coveted spot on the Grand National motocross racing team. With the support of his loving mother, precocious little sister and new girlfriend, Cale proves against all odds that he has the heart, the willpower and the courage never to give up on his dream.",0,0.0," """"id"""": 5221}]""","""[{""""iso_3166_1"""": """"CA"""""," """"name"""": """"Canada""""}]""",2008-12-24,140987.0,94,,,-1,-1,426.0,"[0.0,-1.0,-1.0,426.0,0.0,0.0,140987.0,94.0]",0,"[17.3967070407143,2.603292959285701]","[0.869835352035715,0.13016464796428504]",0.0
0,"""[{""""id"""": 35"," """"name"""": """"Comedy""""}"," {""""id"""": 18"," """"name"""": """"Drama""""}"," {""""id"""": 10751"," """"name"""": """"Family""""}"," {""""id"""": 10402",0.0," {""""id"""": 10749"," """"name"""": """"Romance""""}]""",http://disney.go.com/disneypictures/highschoolmusical3,11887,0.0," """"name"""": """"musical""""}"," {""""id"""": 6027"," """"name"""": """"music""""}"," {""""id"""": 6270",0.0,0,,,-1,-1,3.0,"(8,[1,2,3],[-1.0,-1.0,3.0])",0,"[17.156064025679335,2.8439359743206634]","[0.8578032012839667,0.14219679871603316]",0.0
20000000,"""[{""""id"""": 35"," """"name"""": """"Comedy""""}]""",http://www.areyouabadteacher.com/,52449,"""[{""""id"""": 1517"," """"name"""": """"classroom""""}"," {""""id"""": 10508",0.0," {""""id"""": 10873"," """"name"""": """"school""""}"," {""""id"""": 210605",0,0.0,Bad Teacher,"A lazy, incompetent middle school teacher who hates her job and her students is forced to return to her job to make enough money for a boob job after her rich fiancé dumps her.",28.497242,"""[{""""name"""": """"Columbia Pictures""""",0.0,0,,,-1,-1,88.0,"(8,[0,1,2,3],[20000000.0,-1.0,-1.0,88.0])",0,"[18.872187930950815,1.1278120690491857]","[0.9436093965475407,0.05639060345245929]",0.0
20000000,"""[{""""id"""": 35"," """"name"""": """"Comedy""""}"," {""""id"""": 18"," """"name"""": """"Drama""""}"," {""""id"""": 10751"," """"name"""": """"Family""""}"," {""""id"""": 10402",0.0,http://bandslam-movie.com/,23367,"""[{""""id"""": 586",0,0.0," """"name"""": """"musical""""}"," {""""id"""": 10686"," """"name"""": """"battle of the bands""""}"," {""""id"""": 13130",0.0,0,,,-1,-1,3.0,"(8,[0,1,2,3],[20000000.0,-1.0,-1.0,3.0])",0,"[17.27593299973247,2.72406700026753]","[0.8637966499866234,0.1362033500133765]",0.0
34000000,"""[{""""id"""": 10751"," """"name"""": """"Family""""}"," {""""id"""": 14"," """"name"""": """"Fantasy""""}"," {""""id"""": 16"," """"name"""": """"Animation""""}"," {""""id"""": 12",0.0,http://www.nwave.com/films/3d-feature-films/13-films-cat/feature/95-the-house-of-magic-3d,202575,"""[{""""id"""": 2343",0,0.0," """"name"""": """"3d""""}]""",en,The House of Magic,"Thunder, an abandoned young cat seeking shelter from a storm, stumbles into the strangest house imaginable, owned by an old magician and inhabited by a dazzling array of automatons and gizmos. Not everyone welcomes the new addition to the troupe as Jack Rabbit and Maggie Mouse plot to evict Thunder. The situation gets worse when the magician lands in hospital and his scheming nephew sees his chance to cash in by selling the mansion. Our young hero is determined to earn his place and so he enlists the help of some wacky magician's assistants to protect his magical new home.",12.867326,0,,,-1,-1,11.0,"[34000000.0,-1.0,-1.0,11.0,0.0,0.0,12.867325782775879,0.0]",0,"[18.72888635885685,1.27111364114315]","[0.9364443179428426,0.0635556820571575]",0.0
40000000,"""[{""""id"""": 18"," """"name"""": """"Drama""""}"," {""""id"""": 10749"," """"name"""": """"Romance""""}"," {""""id"""": 53"," """"name"""": """"Thriller""""}]""",https://www.facebook.com/fiftyshadesofgreymovie,216015.0,"""[{""""id"""": 818"," """"name"""": """"based on novel""""}"," {""""id"""": 9785",0,0.0," """"name"""": """"spanking""""}"," {""""id"""": 12547"," """"name"""": """"billionaire""""}"," {""""id"""": 158713",0.0,0,,,-1,-1,0.0,"(8,[0,1,2,4],[40000000.0,-1.0,-1.0,216015.0])",0,"[17.920573819625737,2.079426180374262]","[0.8960286909812869,0.1039713090187131]",0.0
6500000,"""[{""""id"""": 18"," """"name"""": """"Drama""""}]""",http://www.crashfilm.com/,1640,"""[{""""id"""": 3060"," """"name"""": """"race politics""""}"," {""""id"""": 5600",0.0," {""""id"""": 5666"," """"name"""": """"installer""""}"," {""""id"""": 6149",0,0.0," """"name"""": """"fall""""}"," {""""id"""": 9844"," """"name"""": """"car crash""""}"," {""""id"""": 12425",0.0,0,,,-1,-1,133.0,"(8,[0,1,2,3],[6500000.0,-1.0,-1.0,133.0])",0,"[18.032559645668595,1.9674403543314043]","[0.9016279822834298,0.09837201771657021]",0.0
