budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
200000000,"""[{""""id"""": 28"," """"name"""": """"Action""""}"," {""""id"""": 12"," """"name"""": """"Adventure""""}"," {""""id"""": 878"," """"name"""": """"Science Fiction""""}]""",http://marvel.com/ironman3,68721,"""[{""""id"""": 949"," """"name"""": """"terrorist""""}"," {""""id"""": 5597"," """"name"""": """"war on terror""""}"," {""""id"""": 6335"," """"name"""": """"tennessee""""}"," {""""id"""": 8613"," """"name"""": """"malibu""""}"," {""""id"""": 8828"," """"name"""": """"marvel comic""""}"," {""""id"""": 9715"
200000000,"""[{""""id"""": 10751"," """"name"""": """"Family""""}"," {""""id"""": 14"," """"name"""": """"Fantasy""""}"," {""""id"""": 12"," """"name"""": """"Adventure""""}]""",http://disney.go.com/wonderland/,12155,"""[{""""id"""": 818"," """"name"""": """"based on novel""""}"," {""""id"""": 855"," """"name"""": """"fictional place""""}"," {""""id"""": 2011"," """"name"""": """"queen""""}"," {""""id"""": 2486"," """"name"""": """"fantasy""""}"," {""""id"""": 12552"," """"name"""": """"alice in wonderland""""}"," {""""id"""": 170362"
150000000,"""[{""""id"""": 878"," """"name"""": """"Science Fiction""""}"," {""""id"""": 28"," """"name"""": """"Action""""}"," {""""id"""": 12"," """"name"""": """"Adventure""""}]""",http://www.transformersmovie.com/,8373,"""[{""""id"""": 1160"," """"name"""": """"egypt""""}"," {""""id"""": 1670"," """"name"""": """"sun""""}"," {""""id"""": 4630"," """"name"""": """"chaos""""}"," {""""id"""": 8264"," """"name"""": """"symbol""""}"," {""""id"""": 9854"," """"name"""": """"artifact""""}"," {""""id"""": 10607"
210000000,"""[{""""id"""": 878"," """"name"""": """"Science Fiction""""}"," {""""id"""": 28"," """"name"""": """"Action""""}"," {""""id"""": 12"," """"name"""": """"Adventure""""}]""",http://www.transformersmovie.com,91314,"""[{""""id"""": 9663"," """"name"""": """"sequel""""}"," {""""id"""": 9951"," """"name"""": """"alien""""}"," {""""id"""": 10607"," """"name"""": """"transformers""""}"," {""""id"""": 10891"," """"name"""": """"giant robot""""}"," {""""id"""": 14544"," """"name"""": """"robot""""}"," {""""id"""": 156395"
200000000,"""[{""""id"""": 14"," """"name"""": """"Fantasy""""}"," {""""id"""": 12"," """"name"""": """"Adventure""""}"," {""""id"""": 10751"," """"name"""": """"Family""""}]""",http://www.ozthegreatandpowerfulmovie.com,68728,"""[{""""id"""": 291"," """"name"""": """"circus""""}"," {""""id"""": 616"," """"name"""": """"witch""""}"," {""""id"""": 2343"," """"name"""": """"magic""""}"," {""""id"""": 3929"," """"name"""": """"hope""""}"," {""""id"""": 4662"," """"name"""": """"illusion""""}"," {""""id"""": 44451"
200000000,"""[{""""id"""": 28"," """"name"""": """"Action""""}"," {""""id"""": 12"," """"name"""": """"Adventure""""}"," {""""id"""": 14"," """"name"""": """"Fantasy""""}]""",http://www.theamazingspiderman.com,102382,"""[{""""id"""": 1523"," """"name"""": """"obsession""""}"," {""""id"""": 8828"," """"name"""": """"marvel comic""""}"," {""""id"""": 9663"," """"name"""": """"sequel""""}"," {""""id"""": 9717"," """"name"""": """"based on comic book""""}"," {""""id"""": 13040"," """"name"""": """"electrocution""""}"," {""""id"""": 33977"
170000000,"""[{""""id"""": 12"," """"name"""": """"Adventure""""}"," {""""id"""": 28"," """"name"""": """"Action""""}"," {""""id"""": 878"," """"name"""": """"Science Fiction""""}]""",http://disney.go.com/tron/,20526,"""[{""""id"""": 310"," """"name"""": """"artificial intelligence""""}"," {""""id"""": 1308"," """"name"""": """"secret identity""""}"," {""""id"""": 4286"," """"name"""": """"computer program""""}"," {""""id"""": 4565"," """"name"""": """"dystopia""""}"," {""""id"""": 6104"," """"name"""": """"computer""""}"," {""""id"""": 9758"
200000000,"""[{""""id"""": 16"," """"name"""": """"Animation""""}"," {""""id"""": 10751"," """"name"""": """"Family""""}"," {""""id"""": 12"," """"name"""": """"Adventure""""}"," {""""id"""": 35"," """"name"""": """"Comedy""""}]""",http://www.disney.go.com/cars/,49013,"""[{""""id"""": 830"," """"name"""": """"car race""""}"," {""""id"""": 9663"," """"name"""": """"sequel""""}"," {""""id"""": 10267"," """"name"""": """"comedy""""}"," {""""id"""": 11500"," """"name"""": """"anthropomorphism""""}"," {""""id"""": 12392"
200000000,"""[{""""id"""": 12"," """"name"""": """"Adventure""""}"," {""""id"""": 28"," """"name"""": """"Action""""}"," {""""id"""": 53"," """"name"""": """"Thriller""""}"," {""""id"""": 878"," """"name"""": """"Science Fiction""""}]""",http://greenlanternmovie.warnerbros.com/,44912,"""[{""""id"""": 849"," """"name"""": """"dc comics""""}"," {""""id"""": 4375"," """"name"""": """"transformation""""}"," {""""id"""": 9715"," """"name"""": """"superhero""""}"," {""""id"""": 9951"," """"name"""": """"alien""""}"," {""""id"""": 15250"
200000000,"""[{""""id"""": 16"," """"name"""": """"Animation""""}"," {""""id"""": 10751"," """"name"""": """"Family""""}"," {""""id"""": 35"," """"name"""": """"Comedy""""}]""",http://disney.go.com/toystory/,10193,"""[{""""id"""": 1562"," """"name"""": """"hostage""""}"," {""""id"""": 3616"," """"name"""": """"college""""}"," {""""id"""": 4290"," """"name"""": """"toy""""}"," {""""id"""": 5462"," """"name"""": """"barbie""""}"," {""""id"""": 10336"," """"name"""": """"animation""""}"," {""""id"""": 10685"
200000000,"""[{""""id"""": 28"," """"name"""": """"Action""""}"," {""""id"""": 878"," """"name"""": """"Science Fiction""""}"," {""""id"""": 53"," """"name"""": """"Thriller""""}]""",https://www.warnerbros.com/terminator-salvation,534,"""[{""""id"""": 83"," """"name"""": """"saving the world""""}"," {""""id"""": 310"," """"name"""": """"artificial intelligence""""}"," {""""id"""": 530"," """"name"""": """"prophecy""""}"," {""""id"""": 582"," """"name"""": """"san francisco""""}"," {""""id"""": 679"," """"name"""": """"cyborg""""}"," {""""id"""": 1373"
190000000,"""[{""""id"""": 28"," """"name"""": """"Action""""}]""",http://www.furious7.com/,168259,"""[{""""id"""": 830"," """"name"""": """"car race""""}"," {""""id"""": 3428"," """"name"""": """"speed""""}"," {""""id"""": 9748"," """"name"""": """"revenge""""}"," {""""id"""": 9937"," """"name"""": """"suspense""""}"," {""""id"""": 33885"," """"name"""": """"car""""}"," {""""id"""": 40870"," """"name"""": """"race""""}"," {""""id"""": 205399"," """"name"""": """"muscle car""""}]""",en
200000000,"""[{""""id"""": 28"," """"name"""": """"Action""""}"," {""""id"""": 18"," """"name"""": """"Drama""""}"," {""""id"""": 27"," """"name"""": """"Horror""""}"," {""""id"""": 878"," """"name"""": """"Science Fiction""""}"," {""""id"""": 53"," """"name"""": """"Thriller""""}]""",http://www.worldwarzmovie.com,72190,"""[{""""id"""": 4565"," """"name"""": """"dystopia""""}"," {""""id"""": 12332"," """"name"""": """"apocalypse""""}"," {""""id"""": 12377"," """"name"""": """"zombie""""}"," {""""id"""": 160381"
250000000,"""[{""""id"""": 28"," """"name"""": """"Action""""}"," {""""id"""": 12"," """"name"""": """"Adventure""""}"," {""""id"""": 14"," """"name"""": """"Fantasy""""}"," {""""id"""": 878"," """"name"""": """"Science Fiction""""}]""",http://www.x-menmovies.com/,127585,"""[{""""id"""": 1228"," """"name"""": """"1970s""""}"," {""""id"""": 1852"," """"name"""": """"mutant""""}"," {""""id"""": 4379"," """"name"""": """"time travel""""}"," {""""id"""": 8828"," """"name"""": """"marvel comic""""}"," {""""id"""": 9717"
195000000,"""[{""""id"""": 28"," """"name"""": """"Action""""}"," {""""id"""": 10751"," """"name"""": """"Family""""}"," {""""id"""": 14"," """"name"""": """"Fantasy""""}]""",http://jackthegiantkiller.warnerbros.com,81005,"""[{""""id"""": 179411"," """"name"""": """"based on fairy tale""""}"," {""""id"""": 189099"," """"name"""": """"giant""""}]""",en,Jack the Giant Slayer,"The story of an ancient war that is reignited when a young farmhand unwittingly opens a gateway between our world and a fearsome race of giants. Unleashed on the Earth for the first time in centuries, the giants strive to reclaim the land they once lost, forcing the young man, Jack into the battle of his life to stop them. Fighting for a kingdom, its people, and the love of a brave princess, he comes face to face with the unstoppable warriors he thought only existed in legend–and gets the chance to become a legend himself.",43.349855,"""[{""""name"""": """"New Line Cinema"""""," """"id"""": 12}"," {""""name"""": """"Original Film"""""
150000000,"""[{""""id"""": 12"," """"name"""": """"Adventure""""}"," {""""id"""": 14"," """"name"""": """"Fantasy""""}"," {""""id"""": 28"," """"name"""": """"Action""""}"," {""""id"""": 10749"," """"name"""": """"Romance""""}]""",http://disney.go.com/disneypictures/princeofpersia,9543,"""[{""""id"""": 1241"," """"name"""": """"persia""""}"," {""""id"""": 1965"," """"name"""": """"sandstorm""""}"," {""""id"""": 12653"," """"name"""": """"brother against brother""""}"," {""""id"""": 12654"," """"name"""": """"armageddon""""}"," {""""id"""": 12655"
180000000,"""[{""""id"""": 28"," """"name"""": """"Action""""}"," {""""id"""": 878"," """"name"""": """"Science Fiction""""}"," {""""id"""": 12"," """"name"""": """"Adventure""""}]""",http://www.pacificrimmovie.com/,68726,"""[{""""id"""": 4565"," """"name"""": """"dystopia""""}"," {""""id"""": 10891"," """"name"""": """"giant robot""""}"," {""""id"""": 11100"," """"name"""": """"giant monster""""}"," {""""id"""": 12332"," """"name"""": """"apocalypse""""}"," {""""id"""": 156395"," """"name"""": """"imax""""}"," {""""id"""": 179431"
195000000,"""[{""""id"""": 28"," """"name"""": """"Action""""}"," {""""id"""": 878"," """"name"""": """"Science Fiction""""}"," {""""id"""": 12"," """"name"""": """"Adventure""""}]""",http://www.transformersmovie.com/,38356,"""[{""""id"""": 305"," """"name"""": """"moon""""}"," {""""id"""": 1612"," """"name"""": """"spacecraft""""}"," {""""id"""": 2052"," """"name"""": """"traitor""""}"," {""""id"""": 3088"," """"name"""": """"bodyguard""""}"," {""""id"""": 10158"," """"name"""": """"alien planet""""}"," {""""id"""": 10244"
185000000,"""[{""""id"""": 12"," """"name"""": """"Adventure""""}"," {""""id"""": 28"," """"name"""": """"Action""""}]""",http://www.indianajones.com/site/index.html,217,"""[{""""id"""": 83"," """"name"""": """"saving the world""""}"," {""""id"""": 483"," """"name"""": """"riddle""""}"," {""""id"""": 1294"," """"name"""": """"whip""""}"," {""""id"""": 1454"," """"name"""": """"treasure""""}"," {""""id"""": 1547"," """"name"""": """"mexico city""""}"," {""""id"""": 2650"," """"name"""": """"leather jacket""""}"," {""""id"""": 4276"
175000000,"""[{""""id"""": 12"," """"name"""": """"Adventure""""}"," {""""id"""": 16"," """"name"""": """"Animation""""}"," {""""id"""": 10751"," """"name"""": """"Family""""}]""",http://movies.disney.com/the-good-dinosaur,105864,"""[{""""id"""": 1720"," """"name"""": """"tyrannosaurus rex""""}"," {""""id"""": 9713"," """"name"""": """"friends""""}"," {""""id"""": 12026"," """"name"""": """"alternate history""""}"," {""""id"""": 12616"," """"name"""": """"dinosaur""""}"," {""""id"""": 13073"," """"name"""": """"fear""""}"," {""""id"""": 14527"
185000000,"""[{""""id"""": 16"," """"name"""": """"Animation""""}"," {""""id"""": 12"," """"name"""": """"Adventure""""}"," {""""id"""": 35"," """"name"""": """"Comedy""""}"," {""""id"""": 10751"," """"name"""": """"Family""""}"," {""""id"""": 28"," """"name"""": """"Action""""}"," {""""id"""": 14"," """"name"""": """"Fantasy""""}]""",http://disney.go.com/brave/#/home,62177,"""[{""""id"""": 388"," """"name"""": """"scotland""""}"," {""""id"""": 526"," """"name"""": """"rebel""""}"," {""""id"""": 3930"
185000000,"""[{""""id"""": 28"," """"name"""": """"Action""""}"," {""""id"""": 12"," """"name"""": """"Adventure""""}"," {""""id"""": 878"," """"name"""": """"Science Fiction""""}]""",http://www.startrekmovie.com/,188927,"""[{""""id"""": 9663"," """"name"""": """"sequel""""}"," {""""id"""": 9743"," """"name"""": """"stranded""""}"," {""""id"""": 158449"," """"name"""": """"hatred""""}"," {""""id"""": 161176"," """"name"""": """"space opera""""}]""",en,Star Trek Beyond,"The USS Enterprise crew explores the furthest reaches of uncharted space, where they encounter a mysterious new enemy who puts them and everything the Federation stands for to the test."
