budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,genres_parsed,keywords_parsed,num_genres,num_keywords,original_language_index,features,success,prediction
0,"""[{""""id"""": 18"," """"name"""": """"Drama""""}]""",http://www.polisse-lefilm.com/,71157,"""[{""""id"""": 187056"," """"name"""": """"woman director""""}]""",fr,0.0,"The daily grind for the cops of the Police Department's Juvenile Protection Unit - taking in child molesters, busting underage pickpockets, interrogating abusive parents, confronting the excesses of teen sexuality, enjoying solidarity with colleagues and laughing uncontrollably at the most unthinkable moments. Knowing the worst exists and living with it. How do these cops balance their private lives and the reality they confront every working day? Fred, the group's hypersensitive wild card, is going to have a hard time facing the scrutiny of Melissa, a photographer on a Ministry of the Interior assignment to document the unit.",14.038703,"""[{""""name"""": """"Les Productions du Tr\u00e9sor""""",0,0.0," """"id"""": 5236}"," {""""name"""": """"Chaocorp"""""," """"id"""": 7766}"," {""""name"""": """"Shortcom""""",0.0,0,,,-1,-1,20.0,"(8,[1,2,3],[-1.0,-1.0,20.0])",0,2459.3862490974993
0,"""[{""""id"""": 18"," """"name"""": """"Drama""""}]""",http://www.welcometotherileys-movie.com/,31007,"""[{""""id"""": 549"," """"name"""": """"prostitute""""}"," {""""id"""": 570",0.0," {""""id"""": 6593"," """"name"""": """"stripper""""}"," {""""id"""": 10183",0,0.0," """"name"""": """"teenage girl""""}"," {""""id"""": 11492"," """"name"""": """"smoking marijuana""""}]""",en,0.0,0,,,-1,-1,169.0,"(8,[1,2,3],[-1.0,-1.0,169.0])",0,1443.8812707262955
0,"""[{""""id"""": 27"," """"name"""": """"Horror""""}"," {""""id"""": 53"," """"name"""": """"Thriller""""}"," {""""id"""": 9648"," """"name"""": """"Mystery""""}]""",http://www.welcometothefamily.com/,19904.0,"""[{""""id"""": 6669"," """"name"""": """"step father""""}"," {""""id"""": 9714",0,0.0,The Stepfather,"Michael Harding (Penn Badgley) returns home from military school to find his mother (Sela Ward) happily in love and living with her new boyfriend, David (Dylan Walsh). As the two men get to know each other, Michael becomes more and more suspicious of the man who is always there with a helpful hand. Is he really the man of her dreams or could David be hiding a dark side?",7.924428,"""[{""""name"""": """"Screen Gems""""",0.0,0,,,-1,-1,8.0,"(8,[1,2,3,4],[-1.0,-1.0,8.0,19904.0])",0,2104.4757294951705
0,"""[{""""id"""": 28"," """"name"""": """"Action""""}"," {""""id"""": 12"," """"name"""": """"Adventure""""}"," {""""id"""": 53"," """"name"""": """"Thriller""""}"," {""""id"""": 18",0.0,http://www.thehuntingpartymovie.com/,5353,"""[{""""id"""": 393",0,0.0," """"name"""": """"spy""""}"," {""""id"""": 612"," """"name"""": """"hotel""""}"," {""""id"""": 736",0.0,0,,,-1,-1,0.0,"(8,[1,2],[-1.0,-1.0])",0,2595.6956421674595
0,"""[{""""id"""": 35"," """"name"""": """"Comedy""""}"," {""""id"""": 10751"," """"name"""": """"Family""""}]""",http://www.sonypictures.com/movies/superbabiesbabygeniuses2/index.html,31117,"""[{""""id"""": 1009",0.0," {""""id"""": 1480"," """"name"""": """"baseball""""}"," {""""id"""": 2878",0,0.0," """"name"""": """"computer""""}"," {""""id"""": 6257"," """"name"""": """"genius""""}"," {""""id"""": 9678",0.0,0,,,-1,-1,602.0,"(8,[1,2,3],[-1.0,-1.0,602.0])",0,-1507.2170892383438
0,"""[{""""id"""": 35"," """"name"""": """"Comedy""""}"," {""""id"""": 18"," """"name"""": """"Drama""""}"," {""""id"""": 10751"," """"name"""": """"Family""""}]""",http://www.newline.com/properties/secondhandlions.html,13156.0,"""[{""""id"""": 1556"," """"name"""": """"texas""""}"," {""""id"""": 10594",0,0.0," """"name"""": """"veteran""""}]""",en,Secondhand Lions,"""""""Secondhand Lions"""" follows the comedic adventures of an introverted boy left on the doorstep of a pair of reluctant",0.0,0,,,-1,-1,3.0,"(8,[1,2,3,4],[-1.0,-1.0,3.0,13156.0])",0,2286.60500988375
0,"""[{""""id"""": 35"," """"name"""": """"Comedy""""}]""",http://www.goodintentionsmovie.com/,34417,"""[{""""id"""": 10183"," """"name"""": """"independent film""""}]""",en,0.0,"""Meet Etta Milford. Loving Wife. Doting Mother. Armed Robber. Etta's husband constantly blows their money on make-shift inventions. When she decides to secretly take """"investment"""" matters into her own hands - things quickly go awry! With their savings gone", her husband suspicious, and their children out of control,0,0.304566,"""[{""""name"""": """"Shadowlight Productions"""""," """"id"""": 5460}]""","""[{""""iso_3166_1"""": """"US"""""," """"name"""": """"United States of America""""}]""",0.0,0,,,-1,-1,17.0,"(8,[1,2,3,5],[-1.0,-1.0,17.0,0.30456599593162537])",0,2479.8317467310894
7300000,"""[{""""id"""": 16"," """"name"""": """"Animation""""}"," {""""id"""": 18"," """"name"""": """"Drama""""}]""",http://www.sonypictures.com/classics/persepolis/,2011,"""[{""""id"""": 393",0.0," {""""id"""": 970"," """"name"""": """"parents kids relationship""""}"," {""""id"""": 1228",0,0.0," """"name"""": """"puberty""""}"," {""""id"""": 2137"," """"name"""": """"totalitarian regime""""}"," {""""id"""": 2630",0.0,0,,,-1,-1,584.0,"(8,[0,1,2,3],[7300000.0,-1.0,-1.0,584.0])",0,-1197.19981103491
8000000,"""[{""""id"""": 18"," """"name"""": """"Drama""""}"," {""""id"""": 27"," """"name"""": """"Horror""""}"," {""""id"""": 53"," """"name"""": """"Thriller""""}]""",http://theexorcist.warnerbros.com/,9552.0,"""[{""""id"""": 2626"," """"name"""": """"exorcism""""}"," {""""id"""": 3649",0,0.0," """"name"""": """"religion and supernatural""""}"," {""""id"""": 5569"," """"name"""": """"vomit""""}"," {""""id"""": 5950",0.0,0,,,-1,-1,0.0,"(8,[0,1,2,4],[8000000.0,-1.0,-1.0,9552.0])",0,2591.426433889889
8000000,"""[{""""id"""": 28"," """"name"""": """"Action""""}"," {""""id"""": 35"," """"name"""": """"Comedy""""}]""",http://www.wildtargetmovie.com/,44147,"""[{""""id"""": 212",0.0," {""""id"""": 456"," """"name"""": """"mother""""}"," {""""id"""": 642",0,0.0," """"name"""": """"detective""""}"," {""""id"""": 782"," """"name"""": """"assassin""""}"," {""""id"""": 2708",0.0,0,,,-1,-1,707.0,"(8,[0,1,2,3],[8000000.0,-1.0,-1.0,707.0])",0,-2017.5385815510112
8000000,"""[{""""id"""": 28"," """"name"""": """"Action""""}"," {""""id"""": 53"," """"name"""": """"Thriller""""}"," {""""id"""": 80"," """"name"""": """"Crime""""}]""",http://www.sonypictures.com/movies/boondocksaints2/,22821.0,"""[{""""id"""": 1680"," """"name"""": """"boston""""}"," {""""id"""": 3020",0,0.0," """"name"""": """"friendship""""}"," {""""id"""": 9663"," """"name"""": """"sequel""""}"," {""""id"""": 9748",0.0,0,,,-1,-1,5.0,"[8000000.0,-1.0,-1.0,5.0,22821.0,0.0,0.0,0.0]",0,2266.2256286996453
8000000,"""[{""""id"""": 35"," """"name"""": """"Comedy""""}"," {""""id"""": 18"," """"name"""": """"Drama""""}]""",http://focusfeatures.com/its_kind_of_a_funny_story,43923,"""[{""""id"""": 236",0.0," {""""id"""": 894"," """"name"""": """"depression""""}"," {""""id"""": 10183",0,0.0," """"name"""": """"coming of age""""}"," {""""id"""": 11870"," """"name"""": """"teen movie""""}"," {""""id"""": 13130",0.0,0,,,-1,-1,244.0,"(8,[0,1,2,3],[8000000.0,-1.0,-1.0,244.0])",0,1138.0238680185685
8500000,"""[{""""id"""": 18"," """"name"""": """"Drama""""}"," {""""id"""": 10749"," """"name"""": """"Romance""""}]""",http://www.brightstar-movie.com/,29963,"""[{""""id"""": 5933",0.0," {""""id"""": 10183"," """"name"""": """"independent film""""}"," {""""id"""": 179431",0,0.0," """"name"""": """"woman director""""}]""",en,Bright Star,"In 1818, high-spirited young Fanny Brawne finds herself increasingly intrigued by the handsome but aloof poet John Keats, who lives next door to her family friends the Dilkes. After reading a book of his poetry, she finds herself even more drawn to the taciturn Keats. Although he agrees to teach her about poetry, Keats cannot act on his reciprocated feelings for Fanny, since as a struggling poet he has no money to support a wife.",9.230073,0,,,-1,-1,355.0,"[8500000.0,-1.0,-1.0,355.0,0.0,0.0,9.230072975158691,0.0]",0,394.3372659603201
8500000,"""[{""""id"""": 80"," """"name"""": """"Crime""""}"," {""""id"""": 18"," """"name"""": """"Drama""""}"," {""""id"""": 53"," """"name"""": """"Thriller""""}]""",http://nightcrawlerfilm.com/,242582.0,"""[{""""id"""": 917"," """"name"""": """"journalism""""}"," {""""id"""": 1353",0,0.0," """"name"""": """"tv station""""}"," {""""id"""": 9740"," """"name"""": """"sociopath""""}"," {""""id"""": 14903",0.0,0,,,-1,-1,0.0,"(8,[0,1,2,4],[8500000.0,-1.0,-1.0,242582.0])",0,-2508.448384914548
10000000,"""[{""""id"""": 18"," """"name"""": """"Drama""""}]""",http://www.weareallprecious.com/,25793,"""[{""""id"""": 740"," """"name"""": """"aids""""}"," {""""id"""": 2073",0.0," {""""id"""": 4528"," """"name"""": """"song""""}"," {""""id"""": 8650",0,0.0," """"name"""": """"balloon""""}"," {""""id"""": 10873"," """"name"""": """"school""""}"," {""""id"""": 12544",0.0,0,,,-1,-1,193.0,"(8,[0,1,2,3],[10000000.0,-1.0,-1.0,193.0])",0,1536.9385256731232
10000000,"""[{""""id"""": 28"," """"name"""": """"Action""""}"," {""""id"""": 27"," """"name"""": """"Horror""""}"," {""""id"""": 53"," """"name"""": """"Thriller""""}]""",http://www.purgeelectionyear.com,316727.0,"""[{""""id"""": 4565"," """"name"""": """"dystopia""""}"," {""""id"""": 9663",0,0.0," """"name"""": """"legalized murder""""}]""",en,The Purge: Election Year,"Two years after choosing not to kill the man who killed his son, former police sergeant Leo Barnes has become head of security for Senator Charlene Roan, the front runner in the next Presidential election due to her vow to eliminate the Purge. On the night of what should be the final Purge, a betrayal from within the government forces Barnes and Roan out onto the street where they must fight to survive the night.",53.727146,0,,,-1,-1,0.0,"[10000000.0,-1.0,-1.0,0.0,316727.0,0.0,53.72714614868164,0.0]",0,-4096.709549727785
10000000,"""[{""""id"""": 35"," """"name"""": """"Comedy""""}"," {""""id"""": 10749"," """"name"""": """"Romance""""}]""",http://www.worldsgreatestdadfilm.com/,20178,"""[{""""id"""": 255",0.0," {""""id"""": 496"," """"name"""": """"poetry""""}"," {""""id"""": 704",0,0.0," """"name"""": """"lie""""}"," {""""id"""": 2483"," """"name"""": """"nudity""""}"," {""""id"""": 4951",0.0,0,,,-1,-1,709.0,"(8,[0,1,2,3],[10000000.0,-1.0,-1.0,709.0])",0,-1979.8438155318513
10000000,"""[{""""id"""": 35"," """"name"""": """"Comedy""""}]""",http://www.buckylarson.com/,67911,"""[{""""id"""": 7344"," """"name"""": """"porno star""""}"," {""""id"""": 12396",0.0,en,Bucky Larson: Born to Be a Star,A kid from the Midwest moves out to Hollywood in order to follow in his parents footsteps -- and become a porn star.,3,0.0," """"id"""": 5}"," {""""name"""": """"Happy Madison Productions"""""," """"id"""": 2608}]""","""[{""""iso_3166_1"""": """"US""""",0.0,0,,,-1,-1,190.0,"(8,[0,1,2,3],[10000000.0,-1.0,-1.0,190.0])",0,1557.3849346336171
10000000,"""[{""""id"""": 35"," """"name"""": """"Comedy""""}]""",http://www.overherdeadbodymovie.com,13160,"""[{""""id"""": 2913"," """"name"""": """"diary""""}"," {""""id"""": 9799",0.0," {""""id"""": 13095"," """"name"""": """"death of lover""""}"," {""""id"""": 13153",0,0.0," """"name"""": """"death by accident""""}"," {""""id"""": 14742"," """"name"""": """"psychic""""}"," {""""id"""": 223267",0.0,0,,,-1,-1,130.0,"(8,[0,1,2,3],[10000000.0,-1.0,-1.0,130.0])",0,1966.3131138434978
11000000,"""[{""""id"""": 27"," """"name"""": """"Horror""""}"," {""""id"""": 28"," """"name"""": """"Action""""}"," {""""id"""": 53"," """"name"""": """"Thriller""""}"," {""""id"""": 878",0.0,https://www.facebook.com/alienanthology/,348,"""[{""""id"""": 803",0,0.0," """"name"""": """"countdown""""}"," {""""id"""": 1826"," """"name"""": """"space marine""""}"," {""""id"""": 1828",0.0,0,,,-1,-1,0.0,"(8,[0,1,2],[11000000.0,-1.0,-1.0])",0,2877.9870214613175
12000000,"""[{""""id"""": 12"," """"name"""": """"Adventure""""}"," {""""id"""": 28"," """"name"""": """"Action""""}"," {""""id"""": 18"," """"name"""": """"Drama""""}]""",http://www.centurionmovie.com/,23759.0,"""[{""""id"""": 1405"," """"name"""": """"roman empire""""}"," {""""id"""": 5049",0,0.0," """"name"""": """"ancient world""""}"," {""""id"""": 14819"," """"name"""": """"violence""""}"," {""""id"""": 14905",0.0,0,,,-1,-1,2.0,"[12000000.0,-1.0,-1.0,2.0,23759.0,0.0,0.0,0.0]",0,2368.7436154242496
12000000,"""[{""""id"""": 35"," """"name"""": """"Comedy""""}"," {""""id"""": 18"," """"name"""": """"Drama""""}]""",http://www.charliebartlett-themovie.com/,8669,"""[{""""id"""": 894",0.0," {""""id"""": 1252"," """"name"""": """"suicide attempt""""}"," {""""id"""": 1279",0,0.0," """"name"""": """"new love""""}"," {""""id"""": 1803"," """"name"""": """"drug addiction""""}"," {""""id"""": 3551",0.0,0,,,-1,-1,366.0,"(8,[0,1,2,3],[12000000.0,-1.0,-1.0,366.0])",0,409.18798094412296
12000000,"""[{""""id"""": 80"," """"name"""": """"Crime""""}"," {""""id"""": 18"," """"name"""": """"Drama""""}"," {""""id"""": 53"," """"name"""": """"Thriller""""}]""",http://www.office-kitano.co.jp/brother/index.html,327.0,"""[{""""id"""": 380"," """"name"""": """"brother brother relationship""""}"," {""""id"""": 441",0,0.0," """"name"""": """"culture clash""""}"," {""""id"""": 1601"," """"name"""": """"war on drugs""""}"," {""""id"""": 1794",0.0,0,,,-1,-1,0.0,"(8,[0,1,2,4],[12000000.0,-1.0,-1.0,327.0])",0,2896.47545476998
12899867,"""[{""""id"""": 35"," """"name"""": """"Comedy""""}"," {""""id"""": 18"," """"name"""": """"Drama""""}"," {""""id"""": 10749"," """"name"""": """"Romance""""}]""",http://www.volver-lapelicula.com,219.0,"""[{""""id"""": 516"," """"name"""": """"child abuse""""}"," {""""id"""": 570",0,0.0," """"name"""": """"fire""""}"," {""""id"""": 739"," """"name"""": """"sexual abuse""""}"," {""""id"""": 744",0.0,0,,,-1,-1,4.0,"[12899867.0,-1.0,-1.0,4.0,219.0,0.0,0.0,0.0]",0,2894.6762633911426
13000000,"""[{""""id"""": 27"," """"name"""": """"Horror""""}"," {""""id"""": 53"," """"name"""": """"Thriller""""}]""",http://theconjuring.warnerbros.com,138843,"""[{""""id"""": 1156",0.0," {""""id"""": 2626"," """"name"""": """"exorcism""""}"," {""""id"""": 5713",0,0.0," """"name"""": """"based on true story""""}"," {""""id"""": 13127"," """"name"""": """"farmhouse""""}"," {""""id"""": 15043",0.0,0,,,-1,-1,296.0,"(8,[0,1,2,3],[13000000.0,-1.0,-1.0,296.0])",0,911.9337093520617
14000000,"""[{""""id"""": 28"," """"name"""": """"Action""""}"," {""""id"""": 18"," """"name"""": """"Drama""""}"," {""""id"""": 36"," """"name"""": """"History""""}"," {""""id"""": 10752",0.0," {""""id"""": 12"," """"name"""": """"Adventure""""}]""",http://www.dasboot.com,387,0.0," """"name"""": """"terror""""}"," {""""id"""": 339"," """"name"""": """"submarine""""}"," {""""id"""": 818",0.0,0,,,-1,-1,14.0,"(8,[0,1,2,3],[14000000.0,-1.0,-1.0,14.0])",0,2859.559004301579
15000000,"""[{""""id"""": 18"," """"name"""": """"Drama""""}"," {""""id"""": 10749"," """"name"""": """"Romance""""}]""",http://www.focusfeatures.com/the_theory_of_everything,266856,"""[{""""id"""": 1157",0.0," {""""id"""": 5565"," """"name"""": """"biography""""}"," {""""id"""": 8012",0,0.0," """"name"""": """"based on memoir""""}"," {""""id"""": 190947"," """"name"""": """"stephen hawking""""}"," {""""id"""": 196751",0.0,0,,,-1,-1,405.0,"(8,[0,1,2,3],[15000000.0,-1.0,-1.0,405.0])",0,220.37322244693405
15000000,"""[{""""id"""": 18"," """"name"""": """"Drama""""}"," {""""id"""": 28"," """"name"""": """"Action""""}"," {""""id"""": 53"," """"name"""": """"Thriller""""}"," {""""id"""": 80",0.0,http://shinjukuincident.emp.hk/,20083,"""[{""""id"""": 12422",0,0.0," """"name"""": """"yakluza""""}"," {""""id"""": 12426"," """"name"""": """"shinjuku""""}"," {""""id"""": 12427",0.0,0,,,-1,-1,0.0,"(8,[0,1,2],[15000000.0,-1.0,-1.0])",0,2980.6384321136293
15000000,"""[{""""id"""": 18"," """"name"""": """"Drama""""}"," {""""id"""": 36"," """"name"""": """"History""""}]""",http://www.kingsspeech.com/,45269,"""[{""""id"""": 1025",0.0," {""""id"""": 2135"," """"name"""": """"radio""""}"," {""""id"""": 2471",0,0.0," """"name"""": """"radio transmission""""}"," {""""id"""": 4833"," """"name"""": """"royal family""""}"," {""""id"""": 6001",0.0,0,,,-1,-1,467.0,"(8,[0,1,2,3],[15000000.0,-1.0,-1.0,467.0])",0,-202.18589606994237
15000000,"""[{""""id"""": 18"," """"name"""": """"Drama""""}"," {""""id"""": 53"," """"name"""": """"Thriller""""}]""",http://www.sonyclassics.com/adangerousmethod/,48231,"""[{""""id"""": 818",0.0," {""""id"""": 2833"," """"name"""": """"psychoanalysis""""}"," {""""id"""": 2842",0,0.0," """"name"""": """"biography""""}"," {""""id"""": 9888"," """"name"""": """"spanking""""}"," {""""id"""": 10181",0.0,0,,,-1,-1,570.0,"(8,[0,1,2,3],[15000000.0,-1.0,-1.0,570.0])",0,-904.179270380238
15000000,"""[{""""id"""": 18"," """"name"""": """"Drama""""}]""",http://howwilditwas.com/,228970,"""[{""""id"""": 4414"," """"name"""": """"adventure""""}"," {""""id"""": 5565",0.0," {""""id"""": 5827"," """"name"""": """"hiking""""}"," {""""id"""": 9672",0,0.0," """"name"""": """"traveller""""}]""",en,Wild,A woman with a tragic past decides to start her new life by hiking for one thousand miles on the Pacific Crest Trail.,42.95294,0,,,-1,-1,153.0,"[15000000.0,-1.0,-1.0,153.0,0.0,0.0,42.95294189453125,0.0]",0,1937.8674015524691
15000000,"""[{""""id"""": 18"," """"name"""": """"Drama""""}]""",http://www.dreamworks.com/ab/,14,"""[{""""id"""": 255"," """"name"""": """"male nudity""""}"," {""""id"""": 293",0.0," {""""id"""": 596"," """"name"""": """"adultery""""}"," {""""id"""": 1599",0,0.0," """"name"""": """"coming out""""}"," {""""id"""": 2201"," """"name"""": """"first time""""}"," {""""id"""": 2249",0.0,0,,,-1,-1,25.0,"(8,[0,1,2,3],[15000000.0,-1.0,-1.0,25.0])",0,2810.251690776179
15000000,"""[{""""id"""": 35"," """"name"""": """"Comedy""""}]""",http://www.allaboutstevemovie.com/,23706,"""[{""""id"""": 4513"," """"name"""": """"blind date""""}"," {""""id"""": 10483",0.0," {""""id"""": 179430"," """"name"""": """"aftercreditsstinger""""}"," {""""id"""": 185438",0,0.0," """"name"""": """"mine shaft""""}]""",en,All About Steve,"After one short date, a brilliant crossword constructor decides that a CNN cameraman is her true love. Because the cameraman's job takes him hither and yon, she crisscrosses the country, turning up at media events as she tries to convince him they are perfect for each other.",13.237835,0,,,-1,-1,157.0,"[15000000.0,-1.0,-1.0,157.0,0.0,0.0,13.237834930419922,0.0]",0,1910.6084102437637
15000000,"""[{""""id"""": 80"," """"name"""": """"Crime""""}"," {""""id"""": 28"," """"name"""": """"Action""""}"," {""""id"""": 53"," """"name"""": """"Thriller""""}]""",http://thenovemberman.com/,254904.0,"""[{""""id"""": 591"," """"name"""": """"cia""""}"," {""""id"""": 18115",0,0.0," """"name"""": """"agent""""}]""",en,The November Man,An ex- CIA operative is brought back in on a very personal mission and finds himself pitted against his former pupil in a deadly game involving high level CIA officials and the Russian president-elect.,45.31728,0,,,-1,-1,0.0,"[15000000.0,-1.0,-1.0,0.0,254904.0,0.0,45.31727981567383,0.0]",0,-2611.9904088657404
15000000,"""[{""""id"""": 80"," """"name"""": """"Crime""""}"," {""""id"""": 53"," """"name"""": """"Thriller""""}"," {""""id"""": 27"," """"name"""": """"Horror""""}"," {""""id"""": 18",0.0,http://www.thelasthouseontheleft.com/,18405,"""[{""""id"""": 570",0,0.0," """"name"""": """"white trash""""}"," {""""id"""": 9748"," """"name"""": """"revenge""""}"," {""""id"""": 9826",0.0,0,,,-1,-1,15.0,"(8,[0,1,2,3],[15000000.0,-1.0,-1.0,15.0])",0,2878.406387311159
15000000,"""[{""""id"""": 9648"," """"name"""": """"Mystery""""}"," {""""id"""": 27"," """"name"""": """"Horror""""}]""",http://www.mybloodyvalentinein3d.com/,14435,"""[{""""id"""": 798",0.0," {""""id"""": 4781"," """"name"""": """"miner""""}"," {""""id"""": 6262",0,0.0," """"name"""": """"head injury""""}"," {""""id"""": 9714"," """"name"""": """"remake""""}"," {""""id"""": 10089",0.0,0,,,-1,-1,508.0,"(8,[0,1,2,3],[15000000.0,-1.0,-1.0,508.0])",0,-481.6201518633611
15600000,"""[{""""id"""": 35"," """"name"""": """"Comedy""""}"," {""""id"""": 18"," """"name"""": """"Drama""""}]""",http://www.juwannamann.com/,35696,"""[{""""id"""": 6075",0.0," {""""id"""": 6496"," """"name"""": """"basketball""""}"," {""""id"""": 9767",0,0.0," """"name"""": """"hit in crotch""""}"," {""""id"""": 12090"," """"name"""": """"cross dressing""""}"," {""""id"""": 12091",0.0,0,,,-1,-1,461.0,"(8,[0,1,2,3],[15600000.0,-1.0,-1.0,461.0])",0,-145.8953665511076
16800000,"""[{""""id"""": 18"," """"name"""": """"Drama""""}"," {""""id"""": 9648"," """"name"""": """"Mystery""""}"," {""""id"""": 10749"," """"name"""": """"Romance""""}]""",http://www.furmovie.com/,18615.0,"""[{""""id"""": 1003"," """"name"""": """"photographer""""}"," {""""id"""": 5565",0,0.0," """"name"""": """"hair""""}"," {""""id"""": 12564"," """"name"""": """"werewolf""""}"," {""""id"""": 201294",0.0,0,,,-1,-1,4.0,"[16800000.0,-1.0,-1.0,4.0,18615.0,0.0,0.0,0.0]",0,2591.1543479798866
